timestamp,location,price,last4ccnum,link,loyaltynum,day,hour
2014-01-06 08:16:00,Brew've Been Served,14.97,1286,both,L3288,2014-01-06,08:16:00
2014-01-06 08:16:00,Brew've Been Served,11.2,8411,both,L6110,2014-01-06,08:16:00
2014-01-06 08:17:00,Brew've Been Served,15.39,8202,both,L2343,2014-01-06,08:17:00
2014-01-06 08:23:00,Abila Airport,4540.08,9220,both,L4063,2014-01-06,08:23:00
2014-01-06 09:06:00,Kronos Pipe and Irrigation,242.21,9220,both,L4063,2014-01-06,09:06:00
2014-01-06 10:02:00,Nationwide Refinery,761.64,9735,both,L9633,2014-01-06,10:02:00
2014-01-06 10:18:00,Maximum Iron and Steel,2859.51,9220,both,L4063,2014-01-06,10:18:00
2014-01-06 11:33:00,Stewart and Sons Fabrication,2144.62,9735,both,L9633,2014-01-06,11:33:00
2014-01-06 11:57:00,Carlyle Chemical Inc.,3959.66,9220,both,L4063,2014-01-06,11:57:00
2014-01-06 12:00:00,Coffee Shack,51.51,7117,credit,L6417,2014-01-06,12:00:00
2014-01-06 12:00:00,Bean There Done That,10.28,1415,both,L7783,2014-01-06,12:00:00
2014-01-06 12:00:00,Bean There Done That,16.09,9635,both,L3191,2014-01-06,12:00:00
2014-01-06 12:00:00,Brewed Awakenings,5.72,7688,both,L4164,2014-01-06,12:00:00
2014-01-06 12:00:00,Jack's Magical Beans,11.03,6899,both,L6267,2014-01-06,12:00:00
2014-01-06 12:00:00,Brewed Awakenings,16.89,2540,both,L5947,2014-01-06,12:00:00
2014-01-06 12:00:00,Bean There Done That,8.54,1877,both,L3014,2014-01-06,12:00:00
2014-01-06 12:00:00,Brewed Awakenings,4.35,8332,both,L2070,2014-01-06,12:00:00
2014-01-06 12:00:00,Bean There Done That,5.24,1321,both,L4149,2014-01-06,12:00:00
2014-01-06 12:00:00,Bean There Done That,4.27,6895,both,L3366,2014-01-06,12:00:00
2014-01-06 12:00:00,Jack's Magical Beans,18.59,1286,both,L3288,2014-01-06,12:00:00
2014-01-06 12:00:00,Jack's Magical Beans,27.84,8156,credit,L5224,2014-01-06,12:00:00
2014-01-06 12:00:00,Jack's Magical Beans,18.1,2463,both,L6886,2014-01-06,12:00:00
2014-01-06 12:16:00,Abila Airport,1873.79,8642,credit,L2769,2014-01-06,12:16:00
2014-01-06 12:56:00,Katerinaís CafÈ,13.68,8332,credit,L2070,2014-01-06,12:56:00
2014-01-06 12:57:00,Hippokampos,9.16,8156,credit,L5224,2014-01-06,12:57:00
2014-01-06 13:18:00,Abila Zacharo,106.93,2418,credit,L9018,2014-01-06,13:18:00
2014-01-06 13:19:00,Gelatogalore,12.74,7253,both,L1682,2014-01-06,13:19:00
2014-01-06 13:19:00,Kalami Kafenion,70.1,3484,credit,L2490,2014-01-06,13:19:00
2014-01-06 13:20:00,Hippokampos,34.03,6899,both,L6267,2014-01-06,13:20:00
2014-01-06 13:21:00,Hippokampos,28.23,9551,credit,L5777,2014-01-06,13:21:00
2014-01-06 13:22:00,Ouzeri Elian,38.9,2540,both,L5947,2014-01-06,13:22:00
2014-01-06 13:23:00,Hippokampos,13.26,4795,both,L8566,2014-01-06,13:23:00
2014-01-06 13:24:00,Guy's Gyros,15.44,1415,both,L7783,2014-01-06,13:24:00
2014-01-06 13:27:00,Abila Zacharo,30.08,7688,both,L4164,2014-01-06,13:27:00
2014-01-06 13:27:00,Abila Zacharo,50.14,1286,both,L3288,2014-01-06,13:27:00
2014-01-06 13:28:00,Katerinaís CafÈ,33.54,8411,both,L6110,2014-01-06,13:28:00
2014-01-06 13:28:00,Kalami Kafenion,8.64,5407,both,L4034,2014-01-06,13:28:00
2014-01-06 13:30:00,Guy's Gyros,16.92,7384,both,L3800,2014-01-06,13:30:00
2014-01-06 13:35:00,Hippokampos,36.54,2681,both,L1107,2014-01-06,13:35:00
2014-01-06 13:35:00,Abila Zacharo,92.05,7354,credit,L9254,2014-01-06,13:35:00
2014-01-06 13:37:00,Ouzeri Elian,20.56,6816,both,L8148,2014-01-06,13:37:00
2014-01-06 13:39:00,Guy's Gyros,11.22,1310,both,L8012,2014-01-06,13:39:00
2014-01-06 13:41:00,Gelatogalore,22.64,7889,both,L6119,2014-01-06,13:41:00
2014-01-06 13:42:00,Ouzeri Elian,20.4,6895,both,L3366,2014-01-06,13:42:00
2014-01-06 13:46:00,Guy's Gyros,30.82,9635,both,L3191,2014-01-06,13:46:00
2014-01-06 13:46:00,Katerinaís CafÈ,18.56,6899,both,L6267,2014-01-06,13:46:00
2014-01-06 13:46:00,Guy's Gyros,99.67,2463,credit,L6886,2014-01-06,13:46:00
2014-01-06 13:47:00,Kalami Kafenion,22.13,1321,credit,L4149,2014-01-06,13:47:00
2014-01-06 13:48:00,Ouzeri Elian,20.74,5368,both,L2247,2014-01-06,13:48:00
2014-01-06 13:48:00,Ouzeri Elian,30.87,5921,both,L3295,2014-01-06,13:48:00
2014-01-06 13:50:00,Katerinaís CafÈ,13.59,1874,both,L4424,2014-01-06,13:50:00
2014-01-06 13:50:00,Katerinaís CafÈ,32.64,9617,both,L5553,2014-01-06,13:50:00
2014-01-06 13:52:00,Kalami Kafenion,22.31,4434,both,L2169,2014-01-06,13:52:00
2014-01-06 13:52:00,Gelatogalore,36.33,3492,both,L7814,2014-01-06,13:52:00
2014-01-06 13:53:00,Katerinaís CafÈ,36.95,2142,credit,L9637,2014-01-06,13:53:00
2014-01-06 13:54:00,Abila Zacharo,23.15,9405,both,L3259,2014-01-06,13:54:00
2014-01-06 13:57:00,Hippokampos,8.64,1877,both,L3014,2014-01-06,13:57:00
2014-01-06 13:58:00,Hippokampos,38.25,8202,both,L2343,2014-01-06,13:58:00
2014-01-06 13:59:00,Katerinaís CafÈ,39.41,3853,both,L1485,2014-01-06,13:59:00
2014-01-06 14:00:00,Kalami Kafenion,13.08,7117,both,L6417,2014-01-06,14:00:00
2014-01-06 14:00:00,Gelatogalore,23.41,7819,both,L5259,2014-01-06,14:00:00
2014-01-06 14:04:00,Hippokampos,30.88,4948,both,L9406,2014-01-06,14:04:00
2014-01-06 14:05:00,Abila Zacharo,78.11,7108,credit,L6544,2014-01-06,14:05:00
2014-01-06 14:15:00,Kalami Kafenion,27.4,8129,both,L8328,2014-01-06,14:15:00
2014-01-06 14:17:00,Katerinaís CafÈ,19.65,6901,both,L9363,2014-01-06,14:17:00
2014-01-06 15:14:00,Abila Airport,777.06,9220,both,L4063,2014-01-06,15:14:00
2014-01-06 15:39:00,Abila Airport,612.47,8642,both,L2769,2014-01-06,15:39:00
2014-01-06 17:28:00,U-Pump,59.51,3484,both,L2490,2014-01-06,17:28:00
2014-01-06 18:56:00,Katerinaís CafÈ,78.65,8411,credit,L6110,2014-01-06,18:56:00
2014-01-06 19:08:00,Katerinaís CafÈ,26.46,8129,both,L8328,2014-01-06,19:08:00
2014-01-06 19:18:00,Guy's Gyros,39.29,7384,both,L3800,2014-01-06,19:18:00
2014-01-06 19:50:00,Frydos Autosupply n' More,273.87,1286,credit,L3288,2014-01-06,19:50:00
2014-01-06 20:07:00,Katerinaís CafÈ,23.63,7253,both,L1682,2014-01-06,20:07:00
2014-01-06 20:08:00,Katerinaís CafÈ,12.32,1874,both,L4424,2014-01-06,20:08:00
2014-01-06 20:09:00,Guy's Gyros,11.94,6901,both,L9363,2014-01-06,20:09:00
2014-01-06 20:12:00,Frydos Autosupply n' More,80.85,8202,both,L2343,2014-01-06,20:12:00
2014-01-06 20:13:00,Guy's Gyros,22.57,3484,both,L2490,2014-01-06,20:13:00
2014-01-06 20:15:00,Guy's Gyros,117.82,6816,credit,L8148,2014-01-06,20:15:00
2014-01-06 20:15:00,Frydos Autosupply n' More,175.87,5368,both,L2247,2014-01-06,20:15:00
2014-01-06 20:19:00,Katerinaís CafÈ,21.66,2418,credit,L9018,2014-01-06,20:19:00
2014-01-06 20:20:00,Hippokampos,35.34,1321,both,L4149,2014-01-06,20:20:00
2014-01-06 20:24:00,Guy's Gyros,28.94,7819,both,L5259,2014-01-06,20:24:00
2014-01-06 20:26:00,Albert's Fine Clothing,276.9,9551,both,L5777,2014-01-06,20:26:00
2014-01-06 20:28:00,Guy's Gyros,95.29,7108,credit,L6544,2014-01-06,20:28:00
2014-01-06 20:29:00,Hippokampos,85.5,6895,credit,L3366,2014-01-06,20:29:00
2014-01-06 20:29:00,Katerinaís CafÈ,17.92,9405,both,L3259,2014-01-06,20:29:00
2014-01-06 20:30:00,Katerinaís CafÈ,28.0,6899,both,L6267,2014-01-06,20:30:00
2014-01-06 20:33:00,Katerinaís CafÈ,15.52,5921,both,L3295,2014-01-06,20:33:00
2014-01-06 20:36:00,Hippokampos,26.8,1877,both,L3014,2014-01-06,20:36:00
2014-01-06 20:46:00,Hippokampos,24.41,7117,both,L6417,2014-01-06,20:46:00
2014-01-06 20:46:00,Hippokampos,21.33,1415,both,L7783,2014-01-06,20:46:00
2014-01-06 20:47:00,Frydos Autosupply n' More,149.3,5407,credit,L4034,2014-01-06,20:47:00
2014-01-06 20:49:00,Shoppers' Delight,293.67,7354,both,L9254,2014-01-06,20:49:00
2014-01-06 20:52:00,Hippokampos,17.27,7688,both,L4164,2014-01-06,20:52:00
2014-01-06 20:59:00,Katerinaís CafÈ,26.1,3492,both,L7814,2014-01-06,20:59:00
2014-01-06 21:03:00,Katerinaís CafÈ,10.72,9617,credit,L5553,2014-01-06,21:03:00
2014-01-06 21:03:00,Albert's Fine Clothing,121.76,4434,both,L2169,2014-01-06,21:03:00
2014-01-06 21:11:00,Hippokampos,28.14,8156,credit,L5224,2014-01-06,21:11:00
2014-01-06 21:12:00,Katerinaís CafÈ,26.51,4948,both,L9406,2014-01-06,21:12:00
2014-01-06 21:23:00,Frydos Autosupply n' More,197.32,2142,both,L9637,2014-01-06,21:23:00
2014-01-06 21:32:00,Frydos Autosupply n' More,314.98,1310,credit,L8012,2014-01-06,21:32:00
2014-01-06 21:52:00,Hippokampos,20.61,8332,both,L2070,2014-01-06,21:52:00
2014-01-07 07:27:00,Brew've Been Served,5.08,7384,both,L3800,2014-01-07,07:27:00
2014-01-07 07:31:00,Brew've Been Served,12.74,5368,both,L2247,2014-01-07,07:31:00
2014-01-07 07:33:00,Brew've Been Served,7.09,4795,credit,L8566,2014-01-07,07:33:00
2014-01-07 07:35:00,Hallowed Grounds,14.05,7889,both,L6119,2014-01-07,07:35:00
2014-01-07 07:37:00,Hallowed Grounds,8.91,8129,both,L8328,2014-01-07,07:37:00
2014-01-07 07:41:00,Hallowed Grounds,19.59,1874,credit,L4424,2014-01-07,07:41:00
2014-01-07 07:45:00,Brew've Been Served,19.6,6816,credit,L8148,2014-01-07,07:45:00
2014-01-07 07:46:00,Hallowed Grounds,84.44,9551,credit,L5777,2014-01-07,07:46:00
2014-01-07 07:46:00,Coffee Cameleon,9.1,5921,both,L3295,2014-01-07,07:46:00
2014-01-07 07:47:00,Hallowed Grounds,7.88,1310,both,L8012,2014-01-07,07:47:00
2014-01-07 07:48:00,Hallowed Grounds,18.97,7108,both,L6544,2014-01-07,07:48:00
2014-01-07 07:49:00,Coffee Cameleon,27.66,7253,credit,L1682,2014-01-07,07:49:00
2014-01-07 07:50:00,Brew've Been Served,4.39,5407,both,L4034,2014-01-07,07:50:00
2014-01-07 07:50:00,Hallowed Grounds,9.61,3492,both,L7814,2014-01-07,07:50:00
2014-01-07 07:52:00,Brew've Been Served,3.0,4434,both,L2169,2014-01-07,07:52:00
2014-01-07 07:54:00,Brew've Been Served,11.92,1286,both,L3288,2014-01-07,07:54:00
2014-01-07 07:55:00,Brew've Been Served,69.06,3484,credit,L2490,2014-01-07,07:55:00
2014-01-07 07:56:00,Brew've Been Served,98.53,9683,credit,L7291,2014-01-07,07:56:00
2014-01-07 07:57:00,Hallowed Grounds,10.33,6899,both,L6267,2014-01-07,07:57:00
2014-01-07 07:58:00,Brew've Been Served,17.4,8202,both,L2343,2014-01-07,07:58:00
2014-01-07 08:00:00,Brew've Been Served,11.91,4948,both,L9406,2014-01-07,08:00:00
2014-01-07 08:00:00,Coffee Cameleon,11.55,2142,both,L9637,2014-01-07,08:00:00
2014-01-07 08:01:00,Coffee Cameleon,52.44,2418,credit,L9018,2014-01-07,08:01:00
2014-01-07 08:01:00,Hallowed Grounds,9.92,9617,both,L5553,2014-01-07,08:01:00
2014-01-07 08:01:00,Hallowed Grounds,68.42,2681,credit,L1107,2014-01-07,08:01:00
2014-01-07 08:02:00,Brew've Been Served,14.49,9405,both,L3259,2014-01-07,08:02:00
2014-01-07 08:06:00,Brew've Been Served,3.03,7819,credit,L5259,2014-01-07,08:06:00
2014-01-07 08:09:00,Brew've Been Served,15.66,8411,both,L6110,2014-01-07,08:09:00
2014-01-07 08:18:00,Brew've Been Served,47.74,6901,credit,L9363,2014-01-07,08:18:00
2014-01-07 09:17:00,Abila Airport,3840.37,3506,both,L7761,2014-01-07,09:17:00
2014-01-07 10:05:00,Stewart and Sons Fabrication,1200.9,3506,both,L7761,2014-01-07,10:05:00
2014-01-07 10:11:00,Nationwide Refinery,1347.36,9735,both,L9633,2014-01-07,10:11:00
2014-01-07 11:31:00,Stewart and Sons Fabrication,1843.33,9735,credit,L9633,2014-01-07,11:31:00
2014-01-07 11:39:00,Nationwide Refinery,1562.66,7792,both,L5756,2014-01-07,11:39:00
2014-01-07 12:00:00,Coffee Shack,16.63,7117,both,L6417,2014-01-07,12:00:00
2014-01-07 12:00:00,Bean There Done That,51.25,1415,credit,L7783,2014-01-07,12:00:00
2014-01-07 12:00:00,Brewed Awakenings,12.17,7688,credit,L4164,2014-01-07,12:00:00
2014-01-07 12:00:00,Jack's Magical Beans,23.68,6899,credit,L6267,2014-01-07,12:00:00
2014-01-07 12:00:00,Brewed Awakenings,64.84,3853,credit,L1485,2014-01-07,12:00:00
2014-01-07 12:00:00,Brewed Awakenings,71.59,2540,credit,L5947,2014-01-07,12:00:00
2014-01-07 12:00:00,Bean There Done That,53.89,1877,credit,L3014,2014-01-07,12:00:00
2014-01-07 12:00:00,Brewed Awakenings,6.72,8332,both,L2070,2014-01-07,12:00:00
2014-01-07 12:00:00,Bean There Done That,8.03,1321,both,L4149,2014-01-07,12:00:00
2014-01-07 12:00:00,Bean There Done That,46.25,6895,credit,L3366,2014-01-07,12:00:00
2014-01-07 12:00:00,Jack's Magical Beans,18.77,1286,both,L3288,2014-01-07,12:00:00
2014-01-07 12:00:00,Jack's Magical Beans,19.61,8156,both,L5224,2014-01-07,12:00:00
2014-01-07 12:00:00,Jack's Magical Beans,69.84,2463,credit,L6886,2014-01-07,12:00:00
2014-01-07 12:02:00,Nationwide Refinery,1071.04,3506,credit,L7761,2014-01-07,12:02:00
2014-01-07 12:29:00,Abila Airport,124.89,8642,both,L2769,2014-01-07,12:29:00
2014-01-07 13:08:00,Katerinaís CafÈ,59.07,7792,credit,L5756,2014-01-07,13:08:00
2014-01-07 13:13:00,Guy's Gyros,29.57,8156,both,L5224,2014-01-07,13:13:00
2014-01-07 13:20:00,Abila Zacharo,13.52,1415,both,L7783,2014-01-07,13:20:00
2014-01-07 13:20:00,Gelatogalore,35.06,8332,both,L2070,2014-01-07,13:20:00
2014-01-07 13:20:00,Guy's Gyros,38.56,7354,both,L9254,2014-01-07,13:20:00
2014-01-07 13:24:00,Kalami Kafenion,45.05,1286,both,L3288,2014-01-07,13:24:00
2014-01-07 13:24:00,Kalami Kafenion,11.64,5407,both,L4034,2014-01-07,13:24:00
2014-01-07 13:25:00,Abila Zacharo,82.25,6899,credit,L6267,2014-01-07,13:25:00
2014-01-07 13:29:00,Ouzeri Elian,29.1,2142,both,L9637,2014-01-07,13:29:00
2014-01-07 13:30:00,Gelatogalore,51.64,1310,credit,L8012,2014-01-07,13:30:00
2014-01-07 13:32:00,Ouzeri Elian,28.37,4948,both,L9406,2014-01-07,13:32:00
2014-01-07 13:33:00,Abila Zacharo,52.72,7688,credit,L4164,2014-01-07,13:33:00
2014-01-07 13:33:00,Gelatogalore,34.04,7253,both,L1682,2014-01-07,13:33:00
2014-01-07 13:33:00,Katerinaís CafÈ,22.27,7889,both,L6119,2014-01-07,13:33:00
2014-01-07 13:33:00,Guy's Gyros,11.31,6816,both,L8148,2014-01-07,13:33:00
2014-01-07 13:33:00,Kalami Kafenion,18.06,4795,both,L8566,2014-01-07,13:33:00
2014-01-07 13:34:00,Ouzeri Elian,64.84,6895,credit,L3366,2014-01-07,13:34:00
2014-01-07 13:35:00,Gelatogalore,8.98,2463,both,L6886,2014-01-07,13:35:00
2014-01-07 13:37:00,Gelatogalore,21.52,9551,both,L5777,2014-01-07,13:37:00
2014-01-07 13:39:00,Gelatogalore,17.21,9405,both,L3259,2014-01-07,13:39:00
2014-01-07 13:41:00,Katerinaís CafÈ,51.41,3484,credit,L2490,2014-01-07,13:41:00
2014-01-07 13:41:00,Abila Zacharo,17.81,9683,both,L7291,2014-01-07,13:41:00
2014-01-07 13:42:00,Ouzeri Elian,97.71,5368,credit,L2247,2014-01-07,13:42:00
2014-01-07 13:44:00,Abila Zacharo,32.4,2418,both,L9018,2014-01-07,13:44:00
2014-01-07 13:45:00,Kalami Kafenion,22.83,1877,both,L3014,2014-01-07,13:45:00
2014-01-07 13:46:00,Guy's Gyros,10.11,9635,both,L3191,2014-01-07,13:46:00
2014-01-07 13:46:00,Kalami Kafenion,22.14,7108,both,L6544,2014-01-07,13:46:00
2014-01-07 13:49:00,Gelatogalore,36.5,2681,both,L1107,2014-01-07,13:49:00
2014-01-07 13:50:00,Ouzeri Elian,21.85,8411,both,L6110,2014-01-07,13:50:00
2014-01-07 13:52:00,Gelatogalore,71.77,1874,credit,L4424,2014-01-07,13:52:00
2014-01-07 13:53:00,Hippokampos,51.69,3853,credit,L1485,2014-01-07,13:53:00
2014-01-07 13:54:00,Gelatogalore,88.97,5921,credit,L3295,2014-01-07,13:54:00
2014-01-07 13:55:00,Abila Zacharo,65.9,7819,credit,L5259,2014-01-07,13:55:00
2014-01-07 13:56:00,Ouzeri Elian,16.2,1321,credit,L4149,2014-01-07,13:56:00
2014-01-07 13:57:00,Katerinaís CafÈ,37.44,8202,both,L2343,2014-01-07,13:57:00
2014-01-07 13:57:00,Gelatogalore,15.4,6899,both,L6267,2014-01-07,13:57:00
2014-01-07 14:00:00,Hippokampos,76.11,3492,credit,L7814,2014-01-07,14:00:00
2014-01-07 14:07:00,Katerinaís CafÈ,10.9,4434,both,L2169,2014-01-07,14:07:00
2014-01-07 14:09:00,Guy's Gyros,12.57,9617,both,L5553,2014-01-07,14:09:00
2014-01-07 14:09:00,Ouzeri Elian,59.51,6901,credit,L9363,2014-01-07,14:09:00
2014-01-07 14:11:00,Hippokampos,37.57,8129,both,L8328,2014-01-07,14:11:00
2014-01-07 14:16:00,Abila Scrapyard,2149.28,2276,both,L3317,2014-01-07,14:16:00
2014-01-07 14:19:00,Kronos Pipe and Irrigation,3920.82,4530,both,L8477,2014-01-07,14:19:00
2014-01-07 14:34:00,Carlyle Chemical Inc.,4803.13,7792,credit,L5756,2014-01-07,14:34:00
2014-01-07 15:03:00,Stewart and Sons Fabrication,962.2,2276,credit,L3317,2014-01-07,15:03:00
2014-01-07 15:20:00,Maximum Iron and Steel,3207.31,4530,both,L8477,2014-01-07,15:20:00
2014-01-07 15:41:00,Abila Airport,3411.29,8642,both,L2769,2014-01-07,15:41:00
2014-01-07 16:24:00,Nationwide Refinery,889.58,2276,both,L3317,2014-01-07,16:24:00
2014-01-07 19:45:00,Guy's Gyros,14.87,7819,both,L5259,2014-01-07,19:45:00
2014-01-07 19:48:00,Guy's Gyros,31.23,3484,both,L2490,2014-01-07,19:48:00
2014-01-07 20:01:00,Hippokampos,20.17,1877,both,L3014,2014-01-07,20:01:00
2014-01-07 20:02:00,Hippokampos,11.56,1415,both,L7783,2014-01-07,20:02:00
2014-01-07 20:04:00,Albert's Fine Clothing,308.36,6895,credit,L3366,2014-01-07,20:04:00
2014-01-07 20:09:00,Katerinaís CafÈ,19.49,7253,both,L1682,2014-01-07,20:09:00
2014-01-07 20:10:00,Albert's Fine Clothing,78.91,7117,both,L6417,2014-01-07,20:10:00
2014-01-07 20:10:00,Guy's Gyros,42.25,7384,credit,L3800,2014-01-07,20:10:00
2014-01-07 20:10:00,Guy's Gyros,26.82,4795,credit,L8566,2014-01-07,20:10:00
2014-01-07 20:11:00,Katerinaís CafÈ,10.07,2142,both,L9637,2014-01-07,20:11:00
2014-01-07 20:11:00,Guy's Gyros,76.71,9683,credit,L7291,2014-01-07,20:11:00
2014-01-07 20:12:00,Katerinaís CafÈ,55.63,1874,credit,L4424,2014-01-07,20:12:00
2014-01-07 20:13:00,Katerinaís CafÈ,94.75,7889,credit,L6119,2014-01-07,20:13:00
2014-01-07 20:13:00,Katerinaís CafÈ,65.02,8202,credit,L2343,2014-01-07,20:13:00
2014-01-07 20:14:00,Guy's Gyros,62.33,3853,credit,L1485,2014-01-07,20:14:00
2014-01-07 20:15:00,Ouzeri Elian,11.41,1286,both,L3288,2014-01-07,20:15:00
2014-01-07 20:18:00,Katerinaís CafÈ,31.6,8411,both,L6110,2014-01-07,20:18:00
2014-01-07 20:19:00,Guy's Gyros,89.76,7354,credit,L9254,2014-01-07,20:19:00
2014-01-07 20:20:00,Frydos Autosupply n' More,312.73,6901,credit,L9363,2014-01-07,20:20:00
2014-01-07 20:32:00,Katerinaís CafÈ,19.53,5921,both,L3295,2014-01-07,20:32:00
2014-01-07 20:33:00,Katerinaís CafÈ,17.26,9617,both,L5553,2014-01-07,20:33:00
2014-01-07 20:33:00,Katerinaís CafÈ,25.54,6899,both,L6267,2014-01-07,20:33:00
2014-01-07 20:34:00,Hippokampos,70.19,1321,credit,L4149,2014-01-07,20:34:00
2014-01-07 20:34:00,Guy's Gyros,23.12,5368,both,L2247,2014-01-07,20:34:00
2014-01-07 20:47:00,Katerinaís CafÈ,32.83,3492,both,L7814,2014-01-07,20:47:00
2014-01-07 20:49:00,Ouzeri Elian,20.53,2681,both,L1107,2014-01-07,20:49:00
2014-01-07 20:51:00,Hippokampos,32.99,8156,credit,L5224,2014-01-07,20:51:00
2014-01-07 21:01:00,Katerinaís CafÈ,33.29,9405,both,L3259,2014-01-07,21:01:00
2014-01-07 21:03:00,Hippokampos,21.2,2540,both,L5947,2014-01-07,21:03:00
2014-01-07 21:17:00,Hippokampos,37.88,2463,both,L6886,2014-01-07,21:17:00
2014-01-07 21:19:00,Katerinaís CafÈ,18.35,1310,both,L8012,2014-01-07,21:19:00
2014-01-07 21:21:00,Hippokampos,35.85,7688,credit,L4164,2014-01-07,21:21:00
2014-01-07 21:51:00,Hippokampos,22.18,8332,both,L2070,2014-01-07,21:51:00
2014-01-08 07:31:00,Brew've Been Served,15.66,7354,both,L9254,2014-01-08,07:31:00
2014-01-08 07:39:00,Hallowed Grounds,12.19,7108,credit,L6544,2014-01-08,07:39:00
2014-01-08 07:39:00,Hallowed Grounds,8.15,1874,both,L4424,2014-01-08,07:39:00
2014-01-08 07:39:00,Hallowed Grounds,8.28,1310,credit,L8012,2014-01-08,07:39:00
2014-01-08 07:40:00,Hallowed Grounds,5.85,8129,both,L8328,2014-01-08,07:40:00
2014-01-08 07:42:00,Brew've Been Served,3.09,4948,both,L9406,2014-01-08,07:42:00
2014-01-08 07:43:00,Hallowed Grounds,3.4,9617,both,L5553,2014-01-08,07:43:00
2014-01-08 07:47:00,Hallowed Grounds,3.11,3492,both,L7814,2014-01-08,07:47:00
2014-01-08 07:48:00,Brew've Been Served,32.92,3853,credit,L1485,2014-01-08,07:48:00
2014-01-08 07:48:00,Brew've Been Served,8.27,6816,both,L8148,2014-01-08,07:48:00
2014-01-08 07:48:00,Brew've Been Served,19.17,9683,both,L7291,2014-01-08,07:48:00
2014-01-08 07:50:00,Brew've Been Served,33.68,9405,credit,L3259,2014-01-08,07:50:00
2014-01-08 07:50:00,Hallowed Grounds,3.9,2681,both,L1107,2014-01-08,07:50:00
2014-01-08 07:51:00,Coffee Cameleon,6.59,7253,both,L1682,2014-01-08,07:51:00
2014-01-08 07:52:00,Coffee Cameleon,12.26,5921,both,L3295,2014-01-08,07:52:00
2014-01-08 07:55:00,Hallowed Grounds,79.92,7889,credit,L6119,2014-01-08,07:55:00
2014-01-08 07:55:00,Brew've Been Served,91.87,3484,credit,L2490,2014-01-08,07:55:00
2014-01-08 07:56:00,Hallowed Grounds,12.86,9551,credit,L5777,2014-01-08,07:56:00
2014-01-08 07:57:00,Brew've Been Served,74.88,5368,credit,L2247,2014-01-08,07:57:00
2014-01-08 07:57:00,Hallowed Grounds,11.63,6899,both,L6267,2014-01-08,07:57:00
2014-01-08 07:58:00,Brew've Been Served,8.4,5407,both,L4034,2014-01-08,07:58:00
2014-01-08 07:59:00,Coffee Cameleon,15.71,2142,both,L9637,2014-01-08,07:59:00
2014-01-08 08:00:00,Brew've Been Served,32.3,4795,credit,L8566,2014-01-08,08:00:00
2014-01-08 08:01:00,Brew've Been Served,3.92,8202,both,L2343,2014-01-08,08:01:00
2014-01-08 08:01:00,Brew've Been Served,17.13,7819,both,L5259,2014-01-08,08:01:00
2014-01-08 08:01:00,Brew've Been Served,3.42,7384,both,L3800,2014-01-08,08:01:00
